Character;Frequency
" ";15,6
a;10,4
e;7,7
i;7,6
s;7,3
n;4,9
t;4,8
l;4,6
u;3,8
k;3,7
d;3,4
m;3,1
,;1,9
g;1,8
o;1,7
h;1,7
p;1,6
r;1,6
j;1,5
v;1,3
õ;1,3
\r;1,2
\n;1,1
.;0,9
ü;0,9
ä;0,9
b;0,7
“;0,6
„;0,5
:;0,3
P;0,2
S;0,2
I;0,2
U;0,2
O;0,1
H;0,1
E;0,1
V;0,1
L;0,1
J;0,1
A;0,1
K;0,1
ö;0,1
