Character;Frequency
" ";21
s;11
a;9
l;9
e;7
d;5
m;4
k;4
t;4
v;4
,;3
o;3
i;3
p;2
u;2
n;2
ä;2
P;1
õ;1
h;1
G;1
r;1
j;1
